ID;NAME;NAT;OA;CON;TAL;EXP;AGG;TEI;STA;CHA;MOT;REP;AGE;WEI;RET;SAL;FEE;FAV;OFF
28852;Adrian Rast;DEU;54;77;76;22;91;71;0;77;0;0;25;91;2;270000;100000;55,2;0
29846;William Austin;GBR;54;90;62;33;96;37;0;117;0;0;23;83;0;301703;100000;40,63;0
30510;Bjorn Hohenthal;SWE;54;145;31;12;133;0;0;122;0;0;24;93;0;763816;172368;18,36;0
30894;Patrick Hornish Jr.;USA;54;120;88;29;23;55;0;89;0;0;24;88;2;270000;100000;44,22;0
9863;Hubert Stippler;DEU;55;40;170;21;17;67;0;28;0;0;31;102;2;275000;100000;34,54,13;0
12141;Andy Franchitti;GBR;55;93;35;70;49;115;0;149;0;0;36;105;2;275000;100000;;0
12637;Ryan Kerr;GBR;55;18;179;46;53;19;0;24;0;0;35;105;0;451223;100000;;0
15115;Kosuke Hattori;JPN;55;108;47;99;30;85;0;120;0;0;37;96;2;275000;100000;27,5;0
15978;Paul Barron;USA;55;91;64;14;83;107;0;72;0;0;24;96;2;275000;100000;54,61,46;0
16859;Michael Sharp;USA;55;33;81;182;0;127;0;86;0;0;42;103;1;539295;177881;;0
18267;Euan Kane;GBR;55;14;138;35;37;115;0;50;0;0;34;102;2;275000;100000;50,55;0
21321;Justin Bird;GBR;55;77;116;22;35;9;0;164;0;0;26;94;2;275000;100000;5,48;0
21795;Adrian Irvine;GBR;55;71;48;29;150;13;2;159;0;0;22;93;2;275000;100000;37,43;1
22242;Ben Oliver;GBR;55;51;72;37;102;55;0;146;0;0;28;100;2;275000;100000;41,35;0
22952;Giorgio Chinosi;ITA;55;91;108;30;64;51;0;27;0;0;23;89;0;1406549;1530619;56;0
23445;Koudai Suzuki;JPN;55;169;28;30;44;66;0;119;0;0;27;87;0;719550;232343;17,4;0
23497;"Rodolfo Guti&#233;rrez";MEX;55;92;42;71;0;141;0;179;0;0;36;105;0;473163;100000;;0
23704;Jimmy Eriksson;SWE;55;53;148;10;78;14;0;42;0;0;31;98;0;275000;100000;62,61;0
23726;Jake Barber;USA;55;130;31;25;75;62;0;161;0;0;25;97;0;298435;100000;46,35;0
24022;Franck Landi;BRA;55;87;88;39;0;79;0;165;0;0;28;98;2;275000;100000;;0
24718;Ingo Bonifacio;BRA;55;109;94;28;77;40;0;38;0;0;29;96;2;275000;100000;;0
25981;Mateusz Kubica;POL;55;134;46;30;30;110;0;109;0;0;25;92;2;280000;100000;53,43,38;0
28585;David Zamparelli;GBR;55;190;25;11;83;9;0;135;0;0;24;98;2;275000;100000;5,7,51;0
13133;Dave Plato;GBR;56;133;25;27;105;56;0;133;0;0;24;89;0;281969;100000;;0
13526;Gary Thompson;GBR;56;62;77;37;82;85;0;112;0;0;35;101;2;280000;100000;;0
14157;Rinaldo Colombo;ITA;56;85;129;38;42;25;0;69;0;0;30;102;2;280000;100000;23,41;0
14314;Domenico Giovanardi;ITA;56;85;162;35;25;0;0;41;0;0;29;94;2;280000;100000;36,49,40;0
15496;Rodolfo Rebaque;MEX;56;67;142;30;28;41;0;66;0;0;26;88;2;280000;100000;;0
15654;Charles Wunderink;NLD;56;23;106;201;0;36;0;70;64;170;41;78;1;801040;115308;40,59;0
17085;Dave Montanari;ZAF;56;53;120;19;36;74;0;115;0;0;26;94;0;1510133;1850106;30,26,10;0
18699;James Hayes;GBR;56;92;64;27;80;35;0;157;0;0;25;81;0;280000;100000;25,11;0
19692;Hans Furchheim;DEU;56;33;182;9;15;9;0;114;0;0;29;102;0;280000;100000;40,1;0
19778;Manfred Hegewald;DEU;56;130;71;4;59;51;0;113;0;0;28;90;0;649972;147750;48,2,53;0
20225;Thomas Sandtler;DEU;56;163;41;16;87;0;0;154;0;0;24;92;2;280000;100000;38,7,62;0
20491;Roberto Barba;ESP;56;24;171;31;50;37;0;49;0;0;34;103;0;285000;100000;41,22;0
20519;Dani Garcia;ESP;56;71;122;23;42;86;0;23;0;0;27;85;0;366039;100000;9,5;0
20649;Benoit Abadie;FRA;56;44;131;6;48;101;0;49;0;0;30;98;2;280000;100000;;0
21554;Adrian Elford;GBR;56;94;22;89;48;125;0;165;0;0;35;102;0;570795;121124;;0
21798;Jon Irvine;GBR;56;183;69;19;50;0;0;101;0;0;29;103;2;280000;100000;55,5;0
22003;Robert Kimber-Smith;GBR;56;61;86;35;78;96;0;63;0;0;26;89;2;280000;100000;;0
23242;Ignazio Piscopo;ITA;56;14;108;23;99;118;0;53;0;0;30;102;2;280000;100000;54,33;0
24787;Vitor Foresti;BRA;56;60;155;24;52;29;0;26;0;0;28;93;0;526571;100000;46,2,48;0
24916;"Alain M&#252;ller";CHE;56;124;51;15;5;141;0;129;0;0;23;96;0;406350;100000;54,41;0
25475;Sam Moore;GBR;56;32;121;6;75;47;0;132;0;0;27;95;0;356899;100000;50,11,58;0
25569;Kotaro Ihara;JPN;56;105;73;30;63;43;0;134;0;0;29;98;2;1362984;1822984;62,2;0
25682;Shinji Sakurai;JPN;56;114;44;17;121;45;0;114;0;0;27;96;0;649562;131498;43,51;0
26522;Josef Sullivan;USA;56;71;162;10;0;56;0;41;0;0;23;89;0;280696;100000;41,63;0
26797;Jaap Strous;NLD;56;172;43;28;49;32;0;147;0;0;29;101;0;296782;100000;48,25;0
30436;Matthew Westbury;GBR;56;55;33;19;149;66;38;111;0;0;25;85;0;779500;368530;6,4;0
10846;Marco Grouillard;FRA;57;114;62;22;81;102;0;52;0;0;33;101;2;285000;100000;59,51,31;0
11545;Paul Treluyer;FRA;57;53;151;13;98;0;0;51;0;0;32;102;2;285000;100000;59,48;0
12708;Rupert Legge;GBR;57;142;66;38;64;40;0;95;0;0;33;104;2;285000;100000;;0
13235;Adam Pryce;GBR;57;143;39;8;113;6;0;151;0;0;24;78;0;1194087;946505;10,5;0
13460;Nigel Stewart;GBR;57;180;43;35;38;32;0;151;0;0;30;98;0;285000;100000;26,59;0
16389;Gus Hunter-Reay;USA;57;85;130;12;93;23;0;12;0;0;29;97;2;285000;100000;53,35;0
16872;Brett Speed;USA;57;54;100;13;39;157;0;62;0;0;25;94;0;660373;135023;32,6;0
18263;Vic Jakes;GBR;57;104;51;112;0;117;0;140;0;0;38;104;0;285000;100000;;0
18478;"C&#233;sar Hoffman";BRA;57;65;65;32;89;106;0;117;0;0;32;97;0;548677;100000;60,38;0
18625;Pascal Clairay;FRA;57;52;166;4;0;22;0;156;0;0;32;104;0;285000;100000;52,3;0
18817;Ronnie Nocera;ITA;57;140;33;2;55;124;0;122;0;0;28;95;2;285000;100000;22,38,46;0
19578;Dennis Bellof;DEU;57;158;55;15;60;103;0;24;0;0;23;88;2;285000;100000;51,52;0
19837;Tim Kaffer;DEU;57;89;102;27;102;53;0;18;0;0;26;94;2;285000;100000;;0
20302;Kevin Terting;DEU;57;32;128;37;39;63;0;139;0;0;27;96;0;969186;556124;61,34;0
22808;Mirko Bonanomi;ITA;57;79;154;24;10;40;1;57;0;0;23;89;0;1243864;979486;62,34;0
23556;Robert Muermans;NLD;57;66;87;4;88;47;0;150;0;0;23;88;0;285000;100000;7,51,47;0
23701;Bertil Eriksson;SWE;57;75;104;16;85;14;0;133;0;0;25;89;2;285000;100000;2,61;0
23876;Todor Arabadjiev;BGR;57;80;87;25;27;133;0;96;0;0;30;96;2;290000;100000;21,5;0
24059;Hernando Piquet;BRA;57;130;44;26;89;132;0;15;0;0;32;100;0;285000;100000;;0
24402;Clemente Gabbiani;ITA;57;57;107;22;40;131;0;52;0;0;24;83;0;782865;135368;22,53;0
24710;Enrique Bonifacio;BRA;57;124;104;13;13;89;0;57;0;0;27;93;2;290000;100000;16,15,33;0
25176;Tonis Rammo;EST;57;39;142;8;76;16;0;105;0;0;23;86;2;285000;100000;13,28;0
25399;Wayne Lewis;GBR;57;173;84;31;0;36;0;99;0;0;27;92;0;441320;100000;8,48;0
25421;Ben Moore;GBR;57;178;26;16;41;101;0;102;0;0;25;92;2;285000;100000;32,21;0
25778;Richie Amon;NZL;57;93;124;24;64;2;0;93;0;0;26;100;0;423193;100000;29,58;0
26133;Robert Roos;SWE;57;84;122;35;35;41;0;86;0;0;27;86;0;655667;134314;20,25;0
27330;Gianmaria Buttarelli;ITA;57;59;134;6;0;126;0;58;0;0;23;86;2;285000;100000;29,9;0
27393;Andrea Filippi;ITA;57;71;164;1;0;17;0;112;0;0;22;88;0;591937;125325;12,5;0
27400;Clemente Filippi;ITA;57;36;121;29;75;86;0;45;0;0;25;86;0;285000;100000;20;0
27523;Samuele Pirro;ITA;57;148;71;32;0;54;0;163;0;0;24;91;2;285000;100000;12;0
27574;Nanni Rigon;ITA;57;27;74;15;113;148;0;62;0;0;24;84;0;285000;100000;28,47,63;0
27710;Antonio Fontes;ESP;57;125;126;31;62;0;0;12;0;0;25;92;0;742240;212939;8,42;0
27759;George Busch;USA;57;72;83;22;23;127;4;125;0;0;25;89;0;1459210;1440046;44,59;0
29437;Corrado Marciello;ITA;57;52;133;12;68;81;0;18;0;0;23;80;0;285000;100000;21,11;0
30036;Emil Carroll;GBR;57;132;120;9;0;0;0;156;0;0;28;98;0;1170410;1472209;46,2;0
30747;Loic Alphand;FRA;57;76;38;22;140;132;0;55;0;0;23;92;0;1313260;1668022;57,4;0
9632;"Heinz-Harald M&#252;cke";DEU;58;147;50;180;0;59;0;80;0;155;39;98;2;742400;100000;;0
10349;Sergi Soler-Roig;ESP;58;149;95;26;98;0;0;29;0;0;32;102;0;535465;110490;4,55;0
10787;Alain Gommendy;FRA;58;25;215;23;0;13;0;53;0;0;27;93;0;285000;100000;14,60,37;0
11167;Didier Pasini;FRA;58;64;154;19;38;16;0;96;0;0;30;97;2;290000;100000;63,22,29;0
12502;Alex Kane;GBR;58;100;40;75;46;97;0;175;0;0;31;94;2;290000;100000;38,45,43;0
12507;Brian Kane;GBR;58;91;78;8;39;112;0;148;0;0;31;104;0;570074;117607;32,24;0
13369;Gary Sharp;GBR;58;92;73;152;0;90;0;109;0;0;39;98;0;290000;100000;;0
14880;Matteo Quintarelli;ITA;58;98;119;42;9;113;0;22;0;0;32;101;0;683340;157606;59,48,37;0
16059;Alex Cheever;USA;58;44;119;39;49;128;0;46;0;0;35;104;0;332243;100000;37,62;0
16408;A.J. Hutchison;USA;58;152;94;19;0;40;0;137;0;0;31;102;2;290000;100000;31,34;0
16901;Ryan Speed;USA;58;38;92;11;74;132;0;103;0;0;27;98;2;290000;100000;57,39;0
17539;Matei Alexsandrescu;ROU;58;84;32;25;141;99;2;93;0;0;25;83;2;1578545;2098545;;0
18058;Hubert Klein;DEU;58;162;84;3;28;42;0;102;0;0;27;92;2;290000;100000;62,37;0
18952;Helmut Auinger;AUT;58;73;140;5;19;69;0;73;0;0;24;85;2;290000;100000;25;0
19216;Roberto Geronimi;BRA;58;121;68;40;0;163;0;73;0;0;31;104;2;290000;100000;31,1;0
20214;Marco Sandtler;DEU;58;94;141;32;0;56;0;71;0;0;28;96;0;791980;180464;47,64,17;0
20528;Borja Juncadella;ESP;58;76;92;30;32;127;0;74;0;0;22;83;0;303510;100000;9,56,64;0
21220;David Austin;GBR;58;116;35;22;79;105;40;40;0;0;23;70;0;742736;151243;54,44;0
22139;Rob McCarthy;GBR;58;104;47;27;38;145;0;132;0;0;26;92;2;290000;100000;15,53;0
22792;Gianni Bonanomi;ITA;58;54;168;31;0;25;0;122;0;0;28;101;2;290000;100000;15,55;0
23040;Edoardo Merzario;ITA;58;28;160;15;75;18;7;62;0;0;23;82;2;290000;100000;;0
23124;Giovanni Mortara;ITA;58;154;39;44;9;183;0;34;0;0;27;96;2;290000;100000;38,59,20;0
23444;Katsuyuki Suzuki;JPN;58;110;85;123;0;63;0;107;0;0;36;96;0;363371;100000;;0
24273;Clemente Barilla;ITA;58;67;99;15;73;55;8;114;0;0;21;80;0;290000;100000;12,22;0
24318;Marco Biondetti;ITA;58;146;61;23;75;102;0;19;0;0;33;103;2;290000;100000;;0
24700;Atila Bonifacio;BRA;58;113;47;84;29;171;0;38;0;0;31;94;2;290000;100000;22,7;0
24770;Ingo Foresti;BRA;58;106;80;17;30;74;0;166;0;0;29;100;0;290000;100000;26,4;0
25188;Antti Vallbaum;EST;58;29;133;17;88;52;0;80;0;0;24;87;0;290000;100000;44,2;0
26183;Daniel Bucknum;USA;58;87;83;28;41;124;0;88;0;0;24;98;2;290000;100000;;0
26191;Daniel Cheever;USA;58;130;76;4;114;0;0;107;0;0;27;94;0;290000;100000;11,34,15;0
26651;Oscar  de Vries;NLD;58;153;46;35;15;93;0;150;0;0;24;94;2;290000;100000;37,24;0
27785;Alice Acheson;GBR;58;110;60;12;77;100;15;58;0;0;21;87;0;489118;100000;42,41;0
27905;Piers Calado;GBR;58;130;109;3;55;52;0;16;0;0;21;83;0;562676;100000;62,26;0
29201;Marvin Elkmann;DEU;58;150;71;7;58;52;0;85;0;0;21;84;0;354440;100000;10,4;0
29712;A.J. Karam;USA;58;104;21;2;89;126;0;169;0;0;23;91;2;290000;100000;53,59,6;0
29967;Dario Buller;GBR;58;146;115;29;0;0;0;136;0;0;28;98;0;915965;457059;30,45;0
30382;Matthew Purley;GBR;58;167;41;8;72;28;0;162;0;0;29;101;2;290000;100000;54,13;0
8271;Roland Neuhauser;AUT;59;95;153;73;0;0;0;87;0;0;36;101;0;295000;100000;16,9;0
11235;Jose Philippe;FRA;59;26;167;23;52;52;0;70;0;0;33;103;0;295000;100000;48,38;0
12889;Alex Magee;GBR;59;75;121;17;0;79;0;164;0;0;31;104;2;295000;100000;35,14,23;0
13071;James Paffett;GBR;59;21;101;187;0;151;0;55;0;0;41;96;0;732657;167276;;0
13353;Alex Sharp;GBR;59;87;44;192;0;26;0;216;48;0;39;92;1;1009525;553744;;0
13429;Brian Stewart;GBR;59;124;57;36;28;92;0;169;0;0;32;100;2;295000;100000;61,15;0
15454;Noritake Yoshimoto;JPN;59;112;86;34;115;35;0;33;0;0;24;95;0;526275;100000;8,22,14;0
15596;Gijs Tung;NLD;59;78;104;21;62;49;0;145;0;0;31;100;0;295000;100000;47,38;0
16332;Richard Herta;USA;59;101;126;8;0;103;0;63;0;0;23;92;2;295000;100000;31,46;0
17021;Paul Yasukawa;USA;59;37;189;22;18;40;0;61;0;0;33;102;2;295000;100000;40,38,14;0
18862;Carlo Waldschmidt;NLD;59;93;53;34;114;63;0;128;0;0;25;85;2;295000;100000;41,31,55;0
19002;Hans Lietz;AUT;59;88;59;15;33;129;37;104;0;0;23;74;2;295000;100000;64,44;0
19138;Luiz Carrapatoso;BRA;59;131;22;33;101;60;0;174;0;0;26;96;0;429456;100000;;0
19341;Gianmarco Spengler;CAN;59;141;103;14;33;31;0;107;0;0;28;104;2;295000;100000;23,45;0
20204;Heinz-Harald Sandtler;DEU;59;31;137;29;60;78;0;80;0;0;24;88;0;656514;200011;25,18,49;0
20286;Tobias Stuck;DEU;59;67;166;9;25;74;0;14;0;0;27;98;2;295000;100000;19,56;0
22017;Allan Lancaster;GBR;59;113;86;27;50;104;0;41;0;0;25;89;2;295000;100000;46,53;0
22470;Jason Sims;GBR;59;133;71;34;0;82;0;174;0;0;24;93;2;295000;100000;24,4;0
22524;Danny Surtees;GBR;59;37;99;29;130;97;0;29;0;0;28;92;0;679682;155626;13,64,1;0
22778;Carlo Bonanomi;ITA;59;149;53;7;11;91;0;187;0;0;26;91;0;296358;100000;18,63;0
23057;Bruno Montin;ITA;59;26;119;31;86;85;0;83;0;0;25;92;2;295000;100000;49,7;0
23869;"Jason Tahincio&#287;lu";TUR;59;52;149;67;0;66;0;96;0;0;34;103;0;572839;117029;43,6;0
23913;Gino Bianco;BRA;59;9;24;179;0;188;0;177;84;0;40;102;0;814196;231524;9,23;0
24131;Andrea Abate;ITA;59;166;54;26;84;4;0;119;0;0;27;86;2;295000;100000;58,41;0
24373;Lorenzo Chinosi;ITA;59;45;76;17;46;160;55;40;0;0;22;73;0;641091;120917;22;0
24849;Atila Resende Filho;BRA;59;33;114;22;100;93;0;70;0;0;34;106;0;378766;100000;38,19;0
25200;Jesse Kovalainen;FIN;59;117;23;14;141;80;0;116;0;0;24;90;0;679755;179708;40,3;0
25921;Adam Czapka;POL;59;34;108;30;102;36;0;140;0;0;24;86;2;295000;100000;63,39,61;0
26218;Alexander Foyt Iv;USA;59;86;42;15;139;98;0;103;0;0;23;94;0;336299;100000;15,29;0
26348;Roger Newgarden;USA;59;62;39;20;117;137;35;58;0;0;23;72;0;716785;188437;34,51;0
26469;Sean Ryley;USA;59;70;156;30;42;0;0;96;0;0;21;91;0;746578;284715;49;0
26484;Danica Smrz;USA;59;112;107;29;0;77;0;118;0;0;30;102;0;490299;100000;32;0
26566;Simon Pretorius;ZAF;59;82;39;18;109;123;0;121;0;0;24;85;2;295000;100000;8,44;0
26577;Oscar  Albers;NLD;59;91;117;30;4;83;0;106;8;0;29;97;0;280000;100000;45,23;0
26579;Tom Albers;NLD;59;63;150;31;27;94;0;15;0;0;28;102;0;295000;100000;;0
26582;Klaas Bleekemolen;NLD;59;35;85;10;128;67;0;143;0;0;25;93;0;558678;100000;64,3;0
26683;Nyck Hayje;NLD;59;69;123;34;3;76;28;78;0;0;24;80;0;295000;100000;3,33,60;0
26961;Carlo Zwart;NLD;59;45;117;6;2;125;0;155;0;0;24;84;0;295000;100000;51;0
27010;Costas Aposkitis;GRC;59;85;97;3;83;13;31;114;0;0;23;82;0;1311692;1164290;26,6;0
27880;Ian Calado;GBR;59;40;92;22;101;100;14;60;0;0;24;80;0;880385;251299;30,52;0
28002;Tony Christodoulou;GBR;59;47;46;2;125;99;39;122;0;0;20;81;0;784806;181406;56,53;0
28435;Tom Powell;GBR;59;48;169;47;32;40;0;48;0;0;30;101;2;295000;100000;9,32;0
28505;Alice Tandy;GBR;59;55;125;1;72;35;0;139;0;0;27;96;0;295000;100000;;0
28628;Ryan Zamparelli;GBR;59;32;135;25;85;52;0;84;0;0;29;99;2;295000;100000;56,17,43;0
28724;Ralf Hahnenkamm;DEU;59;137;80;14;127;11;0;30;0;0;24;92;0;290000;100000;64,56,18;0
28742;Pascal Heidfeld;DEU;59;130;32;3;33;144;0;159;0;0;22;78;2;295000;100000;18;0
28804;Marcel Lauer;DEU;59;107;28;21;124;153;0;31;0;0;24;81;0;545538;100000;2,41,46;0
29173;Franco Guerra;ARG;59;91;58;37;25;194;0;82;0;0;33;101;2;295000;100000;;0
29244;"Martin Kirchh&#246;fer";DEU;59;70;153;15;12;9;0;158;0;0;28;98;0;608764;125972;42,57;0
29647;Sage Foyt Iv;USA;59;119;59;14;131;52;0;69;0;0;21;91;2;295000;100000;38,17;0
30192;Emil Herbert;GBR;59;151;72;22;17;105;0;80;0;0;32;102;0;320288;100000;28,21;0
30239;William Legge;GBR;59;77;42;10;103;109;13;131;0;0;23;71;0;554843;100000;16,49,63;0
30387;Emil Redman;GBR;59;70;133;31;0;66;0;143;0;0;27;101;0;802972;255873;6,42;0
30581;Kim Hobbs;GBR;59;24;101;29;128;117;0;28;0;0;27;94;0;295000;100000;;0
30707;Kim Tandy;GBR;59;108;44;27;121;52;0;135;0;0;24;93;0;636572;133325;13,54,21;0
13957;Corrado Bobbi;ITA;60;85;147;54;5;63;0;62;0;0;32;101;0;300000;100000;39,49;0
14212;Renzo Del Monte;ITA;60;167;85;19;47;37;0;83;0;0;30;101;2;300000;100000;;0
14827;Matteo Proetto;ITA;60;89;108;9;104;0;0;130;0;0;29;100;0;626095;144978;;0
15824;Kenny Rydell;SWE;60;65;67;33;120;104;0;87;0;0;26;96;0;300000;100000;57,56;0
